individual_id,id,latitude,longitude,individual,individual patronym,inscription,start date,end date,Roles
94,Halikarnassos,37.0253,27.412,Hierok[l]es,Menoitou,D008,-200,-101,proxenos
115,Halikarnassos,37.0253,27.412,Hierokles,Menestratou,D009,-200,-101,proxenos
114,Halikarnassos,37.0253,27.412,Hierokles,Demetriou,D009,-200,-101,proxenos
158,Halikarnassos,37.0253,27.412,[--]nias,Melantou,D013,-200,-1,theoros
12,Halikarnassos,37.0253,27.412,Phyles ,Hermiou,D002,-200,-1,proxenos
94,Halikarnassos,37.0253,27.412,Hierok[l]es,Menoitou,D008,-200,-101,theoros
115,Halikarnassos,37.0253,27.412,Hierokles,Menestratou,D009,-200,-101,theoros
159,Halikarnassos,37.0253,27.412,Moschos,Moschou,D013,-200,-1,proxenos
12,Halikarnassos,37.0253,27.412,Phyles ,Hermiou,D002,-200,-1,theoros
95,Halikarnassos,37.0253,27.412,Antipatros,Antipatrou,D008,-200,-101,proxenos
116,Halikarnassos,37.0253,27.412,Hierokles,Menestratou tou Perikleious,D009,-200,-101,proxenos
159,Halikarnassos,37.0253,27.412,Moschos,Moschou,D013,-200,-1,theoros
13,Halikarnassos,37.0253,27.412,Menodotos ,Apolloniou,D002,-200,-1,proxenos
95,Halikarnassos,37.0253,27.412,Antipatros,Antipatrou,D008,-200,-101,theoros
116,Halikarnassos,37.0253,27.412,Hierokles,Menestratou tou Perikleious,D009,-200,-101,theoros
197,Herakleia apo Strymonos,41.2731,23.2993,M. Horphidios,Agesilaos,D036,101,300,mystes
66,Iasos,37.2808,27.5844,Billaros,Eumenous,D005,-150,-145,theoros
67,Iasos,37.2808,27.5844,Antileon,Menekratou,D005,-150,-145,proxenos
67,Iasos,37.2808,27.5844,Antileon,Menekratou,D005,-150,-145,theoros
66,Iasos,37.2808,27.5844,Billaros,Eumenous,D005,-150,-145,proxenos
177,Imbros,40.2357,25.9118,Sotos Botros,Daidalides,D030,160,180,mystes
171,Imbros,40.2357,25.9118,Eisidoros,Philokratous,D030,160,180,mystes
178,Imbros,40.2357,25.9118,Poplios,Erennios,D030,160,180,epoptai
172,Imbros,40.2357,25.9118,Asklepiades,Menodorou,D030,160,180,mystes
179,Imbros,40.2357,25.9118,Leonteus,Asdenieus,D030,160,180,epoptai
173,Imbros,40.2357,25.9118,Euschemon,Chrusepotos,D030,160,180,mystes
180,Imbros,40.2357,25.9118,Klaros,Klarou Aixoneus,D030,160,180,epoptai
174,Imbros,40.2357,25.9118,Kornelios,Adeimantos,D030,160,180,mystes
169,Imbros,40.2357,25.9118,Isidoros,Nikostratou,D029,-200,-1,mystes
181,Imbros,40.2357,25.9118,Ioulios,Hermippos,D030,160,180,epoptai
175,Imbros,40.2357,25.9118,Kornelia Alexandra,Korneliou Adeimantou,D030,160,180,mystes
170,Imbros,40.2357,25.9118,Socrates,Archelaos,D030,160,180,mystes
454,Istros,44.5469,28.773,Dionysios,Strouthionos,C004,-200,-101,
724,Kalchedon/Chalcedon,40.9856,29.028,Am[----,[------]onos,D022,-250,,
725,Kalchedon/Chalcedon,40.9856,29.028,Filophanes,[Py?[rrinou,D022,-250,,
726,Kalchedon/Chalcedon,40.9856,29.028,Diogenes,Menyllou,D022,-250,,
727,Kalchedon/Chalcedon,40.9856,29.028,Pisikrates,Eutimou,D022,-250,,
554,Kalchedon/Chalcedon,40.9856,29.028,,,C044,,,priest of Theon Samothraikon
523,Karpathos (Tristomo),35.8219,27.2226,Philiskos,Kleinou,C042,-200,-175,priest of Theon Samothraikon
544,Karpathos (Tristomo),35.8219,27.2226,Nikanor,Polimnastou,C042,-200,-175,priest of Theon Samothraikon
539,Karpathos (Tristomo),35.8219,27.2226,Charmadas,Epikleus,C042,-200,-175,priest of Theon Samothraikon
518,Karpathos (Tristomo),35.8219,27.2226,Arkesilas,Archimbrotou,C042,-200,-175,priest of Theon Samothraikon
529,Karpathos (Tristomo),35.8219,27.2226,Philiskos,Timasidikou,C042,-200,-175,priest of Theon Samothraikon
513,Karpathos (Tristomo),35.8219,27.2226,Agora,Kratistola,C042,-200,-175,priest of Theon Samothraikon
534,Karpathos (Tristomo),35.8219,27.2226,Thersippos,Thersagora,C042,-200,-175,priest of Theon Samothraikon
524,Karpathos (Tristomo),35.8219,27.2226,Aristolaidas,Pratagora,C042,-200,-175,priest of Theon Samothraikon
545,Karpathos (Tristomo),35.8219,27.2226,Aristokrates,Taxistou,C042,-200,-175,priest of Theon Samothraikon
540,Karpathos (Tristomo),35.8219,27.2226,Kallikrates,Anaxikleitou,C042,-200,-175,priest of Theon Samothraikon
519,Karpathos (Tristomo),35.8219,27.2226,Tharsagoras,Stasimbrotou,C042,-200,-175,priest of Theon Samothraikon
530,Karpathos (Tristomo),35.8219,27.2226,Pollis,Neupolios,C042,-200,-175,priest of Theon Samothraikon
514,Karpathos (Tristomo),35.8219,27.2226,Archiades,Simiada,C042,-200,-175,priest of Theon Samothraikon
535,Karpathos (Tristomo),35.8219,27.2226,Xenogeiton,Diokleus,C042,-200,-175,priest of Theon Samothraikon
525,Karpathos (Tristomo),35.8219,27.2226,Diogenes,Diogenetou,C042,-200,-175,priest of Theon Samothraikon
546,Karpathos (Tristomo),35.8219,27.2226,Choronikos,Praxippou,C042,-200,-175,priest of Theon Samothraikon
520,Karpathos (Tristomo),35.8219,27.2226,Philtation,Hagesandrou,C042,-200,-175,priest of Theon Samothraikon
541,Karpathos (Tristomo),35.8219,27.2226,Aristomenes,Antisimou,C042,-200,-175,priest of Theon Samothraikon
536,Karpathos (Tristomo),35.8219,27.2226,Antiochidas,,C042,-200,-175,priest of Theon Samothraikon
531,Karpathos (Tristomo),35.8219,27.2226,Phileratos,Kleinia,C042,-200,-175,priest of Theon Samothraikon
515,Karpathos (Tristomo),35.8219,27.2226,Stration ,Eumachou,C042,-200,-175,priest of Theon Samothraikon
526,Karpathos (Tristomo),35.8219,27.2226,Nikarchos,Iphidamou,C042,-200,-175,priest of Theon Samothraikon
547,Karpathos (Tristomo),35.8219,27.2226,Epip….tou,,C042,-200,-175,priest of Theon Samothraikon
521,Karpathos (Tristomo),35.8219,27.2226,Moschos,Moschionos,C042,-200,-175,priest of Theon Samothraikon
542,Karpathos (Tristomo),35.8219,27.2226,Asklapiadas,Kleukrateus,C042,-200,-175,priest of Theon Samothraikon
537,Karpathos (Tristomo),35.8219,27.2226,Eukles,,C042,-200,-175,priest of Theon Samothraikon
532,Karpathos (Tristomo),35.8219,27.2226,Polykles,Polykleus,C042,-200,-175,priest of Theon Samothraikon
516,Karpathos (Tristomo),35.8219,27.2226,Kreon,Damokreonos,C042,-200,-175,priest of Theon Samothraikon
527,Karpathos (Tristomo),35.8219,27.2226,Lamachos,Machaonos,C042,-200,-175,priest of Theon Samothraikon
548,Karpathos (Tristomo),35.8219,27.2226,Pol….,,C042,-200,-175,priest of Theon Samothraikon
522,Karpathos (Tristomo),35.8219,27.2226,Polymnastos,Polygnotou,C042,-200,-175,priest of Theon Samothraikon
543,Karpathos (Tristomo),35.8219,27.2226,Phereponos,Kantakleus,C042,-200,-175,priest of Theon Samothraikon
538,Karpathos (Tristomo),35.8219,27.2226,Nikeratos,Aischilou,C042,-200,-175,priest of Theon Samothraikon
533,Karpathos (Tristomo),35.8219,27.2226,Damocharis,Stasikleus,C042,-200,-175,priest of Theon Samothraikon
517,Karpathos (Tristomo),35.8219,27.2226,Menekrates,Telesonos,C042,-200,-175,priest of Theon Samothraikon
528,Karpathos (Tristomo),35.8219,27.2226,Archemachos,Archekrateus,C042,-200,-175,priest of Theon Samothraikon
512,Karpathos (Tristomo),35.8219,27.2226,Kallianaktos,,C042,-200,-175,priest of theon Samothraikon
196,Kassandreia,40.195,23.325,Menulla,Hippostratou,D035,-200,-101,mystes
161,Kaunos,36.8076,28.6039,Bellerophontes,Agios,D013,-200,-1,proxenos
713,Kaunos,36.8076,28.6039,Ly[….],Pantaleontos,D022,-250,,
52,Kaunos,36.8076,28.6039,Hermokrates,Zenonos,D005,-150,-145,proxenos
161,Kaunos,36.8076,28.6039,Bellerophontes,Agios,D013,-200,-1,theoros
52,Kaunos,36.8076,28.6039,Hermokrates,Zenonos,D005,-150,-145,theoros
162,Kaunos,36.8076,28.6039,[--]as,Timonos,D013,-200,-1,proxenos
53,Kaunos,36.8076,28.6039,Hermon,Kydiou,D005,-150,-145,proxenos
162,Kaunos,36.8076,28.6039,[--]as,Timonos,D013,-200,-1,theoros
160,Kaunos,36.8076,28.6039,[--],Purrichou,D013,-200,-1,proxenos
53,Kaunos,36.8076,28.6039,Hermon,Kydiou,D005,-150,-145,theoros
51,Kaunos,36.8076,28.6039,Antipatros,Iatrokleious tou Hephaistionos,D005,-150,-145,proxenos
160,Kaunos,36.8076,28.6039,[--],Purrichou,D013,-200,-1,theoros
712,Kaunos,36.8076,28.6039,[------]ion,Boiskou,D022,-250,,
51,Kaunos,36.8076,28.6039,Antipatros,Iatrokleious tou Hephaistionos,D005,-150,-145,theoros
167,Keramos,37.0411,27.9508,Hierokles,Demetriou tou Mosch[--],D013,-200,-1,mystes
167,Keramos,37.0411,27.9508,Hierokles,Demetriou tou Mosch[--],D013,-200,-1,theoros
168,Keramos,37.0411,27.9508,Aristomenes,Aristomenous,D013,-200,-1,mystes
168,Keramos,37.0411,27.9508,Aristomenes,Aristomenous,D013,-200,-1,theoros
711,Klazomenai,38.3677,26.7839,Artemon,[----]phanous,D022,-250,,
29,Klazomenai,38.3677,26.7839,Apolonides ,Demetriou,D004,1,200,theoros
149,Klazomenai,38.3677,26.7839,Metrodoros,Athenagorou,D011,-200,-101,proxenos
96,Klazomenai,38.3677,26.7839,Simon,Kleoboulou,D008,-200,-101,proxenos
30,Klazomenai,38.3677,26.7839,Pythion ,Hermogenous,D004,1,200,proxenos
149,Klazomenai,38.3677,26.7839,Metrodoros,Athenagorou,D011,-200,-101,theoros
96,Klazomenai,38.3677,26.7839,Simon,Kleoboulou,D008,-200,-101,theoros
30,Klazomenai,38.3677,26.7839,Pythion ,Hermogenous,D004,1,200,theoros
150,Klazomenai,38.3677,26.7839,Pythermos,Phanopolios,D011,-200,-101,proxenos
97,Klazomenai,38.3677,26.7839,Asklepiades,Apollo[---],D008,-200,-101,proxenos
709,Klazomenai,38.3677,26.7839,Heragiton,Demetriou,D022,-250,,
150,Klazomenai,38.3677,26.7839,Pythermos,Phanopolios,D011,-200,-101,theoros
97,Klazomenai,38.3677,26.7839,Asklepiades,Apollo[---],D008,-200,-101,theoros
710,Klazomenai,38.3677,26.7839,Telephanes,Metrodorou,D022,-250,,
29,Klazomenai,38.3677,26.7839,Apolonides ,Demetriou,D004,1,200,proxenos
708,Kolophon,38.0051,27.1931,[----]onios,[…]p[..]iou,D022,-250,,
14,Kolophon,38.0051,27.1931,Nikanor ,Menophilou,D002,-200,-1,theoros
137,Kolophon,38.0051,27.1931,Metrodoros,Dorotheou,D010,-200,-1,proxenos
15,Kolophon,38.0051,27.1931,Bistha<r>os ,Apolla,D002,-200,-1,proxenos
137,Kolophon,38.0051,27.1931,Metrodoros,Dorotheou,D010,-200,-1,theoros
15,Kolophon,38.0051,27.1931,Bistha<r>os ,Apolla,D002,-200,-1,theoros
138,Kolophon,38.0051,27.1931,Demetrios,Menophantou,D010,-200,-1,proxenos
561,Kolophon,38.0051,27.1931,Mene[---],,D020,-200,-100,theoros
138,Kolophon,38.0051,27.1931,Demetrios,Menophantou,D010,-200,-1,theoros
707,Kolophon,38.0051,27.1931,[------],Herod[------],D022,-250,,
14,Kolophon,38.0051,27.1931,Nikanor ,Menophilou,D002,-200,-1,proxenos
557,Koptos Egypt,25.995,32.8152,Apollonios,Sosibiou,C057,,,priesthood
557,Koptos Egypt,25.995,32.8152,Apollonios,Sosibiou,C057,,,Theois megalois Samothraiki
86,Kos,36.8934,27.2905,Phainippos,Demokrat[ou],D006,-200,-101,theoros
60,Kos,36.8934,27.2905,Agesikrates,Euphronos,D005,-150,-145,proxenos
147,Kos,36.8934,27.2905,Anthippos,Timoxenou,D011,-200,-101,theoros
87,Kos,36.8934,27.2905,Kallikrates,Philippi[dou],D006,-200,-101,proxenos
60,Kos,36.8934,27.2905,Agesikrates,Euphronos,D005,-150,-145,theoros
35,Kos,36.8934,27.2905,Aristophylos,Ai[- - -],D004,1,200,proxenos
87,Kos,36.8934,27.2905,Kallikrates,Philippi[dou],D006,-200,-101,theoros
61,Kos,36.8934,27.2905,Apatourios,Apatouriou,D005,-150,-145,proxenos
35,Kos,36.8934,27.2905,Aristophylos,Ai[- - -],D004,1,200,theoros
146,Kos,36.8934,27.2905,Phrasides,Lykourgou,D011,-200,-101,proxenos
61,Kos,36.8934,27.2905,Apatourios,Apatouriou,D005,-150,-145,theoros
59,Kos,36.8934,27.2905,Eukleides,Antigonou,D005,-150,-145,proxenos
146,Kos,36.8934,27.2905,Phrasides,Lykourgou,D011,-200,-101,theoros
86,Kos,36.8934,27.2905,Phainippos,Demokrat[ou],D006,-200,-101,proxenos
59,Kos,36.8934,27.2905,Eukleides,Antigonou,D005,-150,-145,theoros
147,Kos,36.8934,27.2905,Anthippos,Timoxenou,D011,-200,-101,proxenos
5,Kyme,38.760689,26.939219,Phaennes ,Ikesiou,D001,-200,-101,theoros
39,Kyme,38.760689,26.939219,Apollophanes,Apollodorou,D005,-150,-145,proxenos
6,Kyme,38.760689,26.939219,[Ph]aennes,Phaennou tou Ikesiou,D001,-200,-101,proxenos
39,Kyme,38.760689,26.939219,Apollophanes,Apollodorou,D005,-150,-145,theoros
139,Kyme,38.760689,26.939219,Artemidoros,Apollonidou,D010,-200,-1,proxenos
6,Kyme,38.760689,26.939219,[Ph]aennes,Phaennou tou Ikesiou,D001,-200,-101,theoros
40,Kyme,38.760689,26.939219,Theodoros,Philodoxou tou Philoxenou,D005,-150,-145,proxenos
139,Kyme,38.760689,26.939219,Artemidoros,Apollonidou,D010,-200,-1,theoros
40,Kyme,38.760689,26.939219,Theodoros,Philodoxou tou Philoxenou,D005,-150,-145,theoros
140,Kyme,38.760689,26.939219,Ap[ollonides],Apollonidou,D010,-200,-1,proxenos
5,Kyme,38.760689,26.939219,Phaennes ,Ikesiou,D001,-200,-101,proxenos
140,Kyme,38.760689,26.939219,Ap[ollonides],Apollonidou,D010,-200,-1,theoros
113,Kyzikos,40.3964,27.8855,Maiandrios,Agenorus,D009,-200,-101,theoros
733,Kyzikos,40.3964,27.8855,Meniskos,Men[……],D023,-200,-1,
155,Kyzikos,40.3964,27.8855,[---]NOS,Poseideou,D012,-200,-175,theoros
133,Kyzikos,40.3964,27.8855,Parmeniskos,Aristeos,D010,-200,-1,proxenos
734,Kyzikos,40.3964,27.8855,Herakleides,NA[……],D023,-200,-1,
156,Kyzikos,40.3964,27.8855,[--]doros,Midiou,D013,-200,-1,proxenos
133,Kyzikos,40.3964,27.8855,Parmeniskos,Aristeos,D010,-200,-1,theoros
112,Kyzikos,40.3964,27.8855,Nikogenes,Attalou,D009,-200,-101,proxenos
156,Kyzikos,40.3964,27.8855,[--]doros,Midiou,D013,-200,-1,theoros
134,Kyzikos,40.3964,27.8855,Philoxenos,Philoxenou,D010,-200,-1,proxenos
112,Kyzikos,40.3964,27.8855,Nikogenes,Attalou,D009,-200,-101,theoros
157,Kyzikos,40.3964,27.8855,Arxippos,Aristionos,D013,-200,-1,proxenos
134,Kyzikos,40.3964,27.8855,Philoxenos,Philoxenou,D010,-200,-1,theoros
113,Kyzikos,40.3964,27.8855,Maiandrios,Agenorus,D009,-200,-101,proxenos
157,Kyzikos,40.3964,27.8855,Arxippos,Aristionos,D013,-200,-1,theoros
155,Kyzikos,40.3964,27.8855,[---]NOS,Poseideou,D012,-200,-175,proxenos
742,Lampsakos,40.3527,26.6938,Aischylos,Aischrionos,D024,-100,-100,
737,Lampsakos,40.3527,26.6938,Memnonides,[……….],D023,-200,-1,
738,Lampsakos,40.3527,26.6938,Dosithe[os],[……….],D023,-200,-1,
741,Lampsakos,40.3527,26.6938,Artemidoros,[Kr]antoros,D024,-100,-100,
1,Larisa Thessaly ?,39.6309,22.4264,_ras ,Aristomenous,D001,-200,-101,proxenos
4,Larisa Thessaly ?,39.6309,22.4264,Demetrios ,Nikolaou,D001,-200,-101,proxenos
1,Larisa Thessaly ?,39.6309,22.4264,_ras ,Aristomenous,D001,-200,-101,theoros
4,Larisa Thessaly ?,39.6309,22.4264,Demetrios ,Nikolaou,D001,-200,-101,theoros
2,Larisa Thessaly ?,39.6309,22.4264,[Eud]demos ,Eudemou,D001,-200,-101,proxenos
2,Larisa Thessaly ?,39.6309,22.4264,[Eud]demos ,Eudemou,D001,-200,-101,theoros
3,Larisa Thessaly ?,39.6309,22.4264,[A]ntigonos ,Thersippou,D001,-200,-101,proxenos
3,Larisa Thessaly ?,39.6309,22.4264,[A]ntigonos ,Thersippou,D001,-200,-101,theoros
502,Lindos,36.0936,28.0909,Hippokrateus, ,C040,-300,-201,priest of Apollo Pythaeos
503,Lindos,36.0936,28.0909,Aristomachos,Alexandrou,C040,-300,-201,archierothutas
504,Lindos,36.0936,28.0909,Aristokrates,Polyxenou,C040,-300,-201,priest of Sarapis
505,Lindos,36.0936,28.0909,Damopheles,Peisylou,C040,-300,-201,
508,Lindos,36.0936,28.0909,Damokrates,….[lou],C041,-215,-215,priest of Theon Samothraikon
443,Magnesia ad Maeandrum/Leukophrys,37.85055,27.52604,Alexandros,Hikesiou,D053,-200,200,
228,Maroneia,40.8776,25.5177,Posidonios,,D040,64,65,mystes
47,Maroneia,40.8776,25.5177,Diodotos,Zenonos,D005,-150,-145,theoros
236,Maroneia,40.8776,25.5177,Sei[…],Dionusikleiou,D041,75,125,mystes
229,Maroneia,40.8776,25.5177,Stratoneike,,D040,64,65,mystes
48,Maroneia,40.8776,25.5177,Dorkos,Metrodotou,D005,-150,-145,proxenos
100,Maroneia,40.8776,25.5177,Epikrates,Haliarchou,D008,-200,-101,proxenos
237,Maroneia,40.8776,25.5177,Tiouta,Entimou,D041,75,125,mystes
230,Maroneia,40.8776,25.5177,Aspasias,,D040,64,65,mystes
48,Maroneia,40.8776,25.5177,Dorkos,Metrodotou,D005,-150,-145,theoros
100,Maroneia,40.8776,25.5177,Epikrates,Haliarchou,D008,-200,-101,theoros
238,Maroneia,40.8776,25.5177,Neikostratos,Glaphurides,D041,75,125,mystes
231,Maroneia,40.8776,25.5177,Puthodoros,Demostratou,D040,64,65,mystes
101,Maroneia,40.8776,25.5177,Aristobou[l]os,Arist[--],D008,-200,-101,proxenos
239,Maroneia,40.8776,25.5177,Eisidoros,Epaphrodeitos,D041,75,125,mystes
234,Maroneia,40.8776,25.5177,Apollodoros ,Tol[…]ou,D041,75,125,mystes
101,Maroneia,40.8776,25.5177,Aristobou[l]os,Arist[--],D008,-200,-101,theoros
47,Maroneia,40.8776,25.5177,Diodotos,Zenonos,D005,-150,-145,proxenos
235,Maroneia,40.8776,25.5177,Euboula,Dionusiou,D041,75,125,mystes
705,Methymna,39.3683,26.1772,Pi[……],[------],D022,-250,,
459,Methymna,39.3683,26.1772,Iollas,,C020,-200,-101,
702,Methymna,39.3683,26.1772,Thymetas,Deina[…?]ou,D022,-250,,
703,Methymna,39.3683,26.1772,[------],Mindrou,D022,-250,,
704,Methymna,39.3683,26.1772,[Pr]ytanis,[-------],D022,-250,,
555,Mylasa,37.3176,27.7719,,,C051,,,priest of Theon Samothraikon used to date inscription
153,Mylasa,37.3176,27.7719,[…..]MOS,Philodemo[u],D012,-200,-175,proxenos
153,Mylasa,37.3176,27.7719,[…..]MOS,Philodemo[u],D012,-200,-175,theoros
154,Mylasa,37.3176,27.7719,[…]AMPH.ES,Hermiou,D012,-200,-175,proxenos
154,Mylasa,37.3176,27.7719,[…]AMPH.ES,Hermiou,D012,-200,-175,theoros
553,Mylasa,37.3176,27.7719,,,C050,,,priest of Theon Samothraikon used to date inscription
743,Myra,36.2591,29.9853,Euagoras,He[g]etoros,D024,-100,-100,
744,Myra,36.2591,29.9853,Eual<k>os,Ose<o>tou,D024,-100,-100,
745,Myra,36.2591,29.9853,Antigonos,Dromonos,D024,-100,-100,
753,Myrina Lemnos,39.8762,25.0588,Apollothemis,,D025,,,
754,Myrina Lemnos,39.8762,25.0588,Hieronymos,,D025,,,
110,Myrina Lemnos,39.8762,25.0588,[A]gath[o]stratos,Praxiphanou,D009,-200,-101,proxenos
110,Myrina Lemnos,39.8762,25.0588,[A]gath[o]stratos,Praxiphanou,D009,-200,-101,theoros
111,Myrina Lemnos,39.8762,25.0588,[Ph]i[li]ppos,Nikeratou,D009,-200,-101,proxenos
111,Myrina Lemnos,39.8762,25.0588,[Ph]i[li]ppos,Nikeratou,D009,-200,-101,theoros
42,Mytilene Lesbos,39.1094,26.5577,Diophanes,Zoilou,D005,-150,-145,theoros
41,Mytilene Lesbos,39.1094,26.5577,Kallippos,Eukleidou,D005,-150,-145,proxenos
41,Mytilene Lesbos,39.1094,26.5577,Kallippos,Eukleidou,D005,-150,-145,theoros
42,Mytilene Lesbos,39.1094,26.5577,Diophanes,Zoilou,D005,-150,-145,proxenos
46,Naxos,37.1077,25.3752,Sosik[- - - - - - - - - - - -],,D005,-150,-145,theoros
45,Naxos,37.1077,25.3752,Theokles,Numpho[d]or[o]u,D005,-150,-145,proxenos
45,Naxos,37.1077,25.3752,Theokles,Numpho[d]or[o]u,D005,-150,-145,theoros
46,Naxos,37.1077,25.3752,Sosik[- - - - - - - - - - - -],,D005,-150,-145,proxenos
132,Nysa,37.8949,28.1555,Theodoros,Apolloni[o]u,D009,-200,-101,theoros
132,Nysa,37.8949,28.1555,Theodoros,Apolloni[o]u,D009,-200,-101,proxenos
456,Odessos,43.2012,27.9226,Hermeios,Asklepiodorou,C012,-100,,
266,Odessos,43.2012,27.9226,[-----]v,Agathenoros,D046,40,45,mystes
272,Odessos,43.2012,27.9226,Gaios Aurelios,Markou,D046,40,45,mystes
273,Odessos,43.2012,27.9226,Agathonumos,Sosidamou,D046,40,45,mystes
452,Olbia,46.692,31.9015,Epikrates,Nikeratou,C001,-200,-100,
453,Olbia,46.692,31.9015,Anthesterios,,C002,-300,-200,
451,Olbia,46.692,31.9015,Eubiotos,Aristonos,C001,-200,-100,
716,Parium,40.420499,27.069096,[------],Apolloniou,D022,-250,,
722,Parium,40.420499,27.069096,Polydoros,Dionysodotou,D022,-250,,
717,Parium,40.420499,27.069096,[------,[-------] ou,D022,-250,,
718,Parium,40.420499,27.069096,Polyd[…..],Epigonou,D022,-250,,
723,Parium,40.420499,27.069096,Strategos,[…..]otheou,D022,-250,,
719,Parium,40.420499,27.069096,[---]ll[.]p[--- ,[------]nos,D022,-250,,
720,Parium,40.420499,27.069096,[---]p[---,.]y[…]menou,D022,-250,,
721,Parium,40.420499,27.069096,[--]y[----,[------]mo[u],D022,-250,,
73,Paros,37.0857,25.1545,Basileides ,Aristomenou,D005,-150,-145,proxenos
762,Paros,37.0857,25.1545,Dexitheos,Demostra[tou NNNNN,D027,-200,-100,
73,Paros,37.0857,25.1545,Basileides ,Aristomenou,D005,-150,-145,theoros
558,Paros,37.0857,25.1545,[---] ros  ,Andreou,D018,-100,-1,priesthood
763,Paros,37.0857,25.1545,Chairites,Timodorou,D028,-200,-100,
74,Paros,37.0857,25.1545,Hegekrates,Dionysiou,D005,-150,-145,proxenos
558,Paros,37.0857,25.1545,[---] ros  ,Andreou,D018,-100,-1,theoros (Fredrich: mystes eusebeis)
764,Paros,37.0857,25.1545,Chairis,Kritonos,D028,-200,-100,
74,Paros,37.0857,25.1545,Hegekrates,Dionysiou,D005,-150,-145,theoros
559,Paros,37.0857,25.1545,Apat?]ourios,Po[--o]u,D018,-100,-1,theoros (Fredrich: mystes eusebeis)
75,Paros,37.0857,25.1545,Demetrios ,Eumenous,D005,-150,-145,proxenos
560,Paros,37.0857,25.1545,Anti[--] le-,,D018,-100,-1,theoros (Fredrich: mystes eusebeis)
75,Paros,37.0857,25.1545,Demetrios ,Eumenous,D005,-150,-145,theoros
562,Patara (Arsinoe),36.2668,29.3178,Zopuro<s>,Spondou,D021,-200,-100,theoros
563,Patara (Arsinoe),36.2668,29.3178,Eudaimon,Thrasonos ,D021,-200,-100,theoros
641,Pergamon,39.132,27.1837,[…..]Y,RUS,D089,19,19,mystes
79,Pergamon,39.132,27.1837,Attalos,,D005,-150,-145,king
71,Pergamon,39.132,27.1837,Mandron,,D005,-150,-145,proxenos
71,Pergamon,39.132,27.1837,Mandron,,D005,-150,-145,theoros
72,Pergamon,39.132,27.1837,Apollotimos,,D005,-150,-145,proxenos
72,Pergamon,39.132,27.1837,Apollotimos,,D005,-150,-145,theoros
222,Perinthus/Heraclea,40.9687,27.9553,Muron,Proklou,D039,-100,200,mystes
223,Perinthus/Heraclea,40.9687,27.9553,Asklepiodotou,,D039,-100,200,mystes
761,Pherai (Thessaly),39.3829,22.7372,Lykiskou,Bathykleious,D026,-170,-140,
758,Pherai (Thessaly),39.3829,22.7372,Damothoinou,Leontoemous,D026,-170,-140,
